Year,Mo,MonthID,Globe,Land,Ocean,NH,Land,Ocean,SH,Land,Ocean,Trpcs,Land,Ocean,NoExt,Land,Ocean,SoExt,Land,Ocean,NoPol,Land,Ocean,SoPol,Land,Ocean,USA48,USA49,AUST
2009,1,24109,0.11,0.21,0.07,0.17,0.28,0.1,0.05,0.07,0.04,-0.18,0.01,-0.23,0.38,0.34,0.41,0.14,0.15,0.14,0.63,0.53,0.74,-0.04,0.07,-0.09,0.37,0.22,0.44
2009,2,24110,0.12,0.39,0.02,0.31,0.51,0.18,-0.06,0.12,-0.09,-0.06,0.14,-0.12,0.49,0.55,0.43,-0.04,0.27,-0.1,0.21,-0.08,0.55,-0.22,0.52,-0.57,0.21,0.15,0.16
2009,3,24111,0.03,0.18,-0.03,0.05,0.15,-0.02,0.01,0.24,-0.04,-0.21,0,-0.27,0.23,0.2,0.25,0.09,0.4,0.03,-0.02,-0.17,0.14,0.56,0.84,0.43,0.46,0.17,0.09
2009,4,24112,-0.01,0.06,-0.04,0.01,0.09,-0.04,-0.04,0,-0.04,0,0.03,-0.01,0.01,0.08,-0.05,-0.05,0.05,-0.07,0.02,0.13,-0.12,-0.43,-0.2,-0.54,-0.36,-0.3,-0.32
2009,5,24113,-0.06,0.03,-0.09,-0.07,-0.08,-0.06,-0.04,0.29,-0.11,-0.07,-0.04,-0.08,-0.07,-0.11,-0.04,-0.02,0.61,-0.13,-0.02,-0.26,0.25,0.58,1.8,0.01,0.29,0.39,-0.83
2009,6,24114,-0.16,-0.14,-0.18,-0.23,-0.31,-0.18,-0.1,0.27,-0.18,0.02,0.08,0.01,-0.36,-0.42,-0.31,-0.17,0.4,-0.27,-0.16,0.03,-0.39,0.16,1.12,-0.3,-0.46,-0.41,0.18
2009,7,24115,0.21,0.13,0.24,-0.03,-0.16,0.06,0.45,0.8,0.38,0.38,0.37,0.39,-0.22,-0.3,-0.14,0.46,1.12,0.35,-0.17,-0.28,-0.04,1.29,2.62,0.66,-0.99,-0.65,0.99
2009,8,24116,0.06,0.09,0.05,0.04,-0.11,0.15,0.08,0.53,-0.02,0.35,0.39,0.35,-0.13,-0.25,-0.01,-0.06,0.68,-0.19,-0.24,-0.17,-0.32,0.05,0.42,-0.12,-0.41,-0.4,1.72
2009,9,24117,0.27,0.46,0.19,0.31,0.45,0.22,0.23,0.47,0.18,0.51,0.64,0.47,0.2,0.42,-0.01,0.09,0.28,0.05,0.34,0.69,-0.06,-0.46,0.29,-0.82,0.26,0.22,0.68
2009,10,24118,0.17,0.06,0.21,0.16,0.02,0.26,0.18,0.15,0.18,0.33,0.36,0.32,0.06,-0.08,0.19,0.11,0.02,0.13,0.17,-0.01,0.37,-0.15,0.05,-0.25,-0.97,-0.39,-0.18
2009,11,24119,0.28,0.41,0.23,0.21,0.27,0.17,0.35,0.71,0.27,0.42,0.42,0.42,0.13,0.25,0.02,0.28,0.87,0.18,-0.09,-0.47,0.35,0.84,1.14,0.69,0.97,0.53,0.78
2009,12,24120,0.12,0.02,0.15,0.05,-0.12,0.15,0.18,0.32,0.16,0.42,0.32,0.45,-0.15,-0.26,-0.06,0.06,0.4,0,1.05,0.51,1.66,0.12,0.37,0.01,-1.59,-0.95,0.46
2010,1,24121,0.5,0.65,0.44,0.6,0.68,0.55,0.4,0.58,0.37,0.59,0.54,0.6,0.55,0.68,0.43,0.36,0.74,0.29,1.16,1.05,1.29,0.73,1.23,0.5,-0.37,-0.24,0.5
2010,2,24122,0.46,0.49,0.45,0.44,0.42,0.46,0.48,0.65,0.44,0.84,0.89,0.83,0.2,0.29,0.12,0.32,0.48,0.3,1.02,0.87,1.19,0.63,0.89,0.5,-1.94,-1.45,-0.25
2010,3,24123,0.51,0.67,0.45,0.59,0.7,0.51,0.44,0.61,0.4,0.76,0.71,0.78,0.47,0.69,0.28,0.29,0.57,0.24,0.52,0.38,0.69,0.38,0.6,0.28,0.03,-0.12,0.28
2010,4,24124,0.32,0.37,0.31,0.45,0.4,0.48,0.2,0.32,0.18,0.67,0.71,0.66,0.32,0.34,0.3,-0.04,-0.07,-0.03,1.25,1.15,1.37,-0.57,-0.8,-0.46,0.31,0.28,0.83
2010,5,24125,0.41,0.52,0.37,0.59,0.6,0.59,0.23,0.33,0.21,0.8,0.86,0.78,0.47,0.54,0.4,-0.05,-0.1,-0.04,1.42,1.42,1.41,-0.84,-0.54,-0.98,-0.4,-0.21,0.11
2010,6,24126,0.31,0.31,0.31,0.39,0.43,0.36,0.23,0.04,0.27,0.45,0.62,0.4,0.39,0.42,0.35,0.09,-0.52,0.2,0.19,0.02,0.39,-1.19,-1.94,-0.83,0.7,0.56,0.19
2010,7,24127,0.33,0.32,0.33,0.46,0.58,0.39,0.19,-0.24,0.28,0.32,0.43,0.29,0.58,0.67,0.49,0.09,-0.91,0.27,0.56,0.84,0.24,-1.55,-2.64,-1.03,0.62,0.46,-0.08
2010,8,24128,0.34,0.41,0.32,0.46,0.55,0.41,0.23,0.08,0.26,0.27,0.48,0.21,0.6,0.62,0.59,0.16,-0.39,0.26,0.73,0.61,0.88,-1.05,-1.74,-0.73,0.93,0.87,0.23
2010,9,24129,0.37,0.42,0.35,0.32,0.39,0.28,0.42,0.48,0.41,0.14,0.39,0.07,0.47,0.46,0.47,0.52,0.34,0.55,0.54,0.22,0.9,0.33,0.34,0.32,0.81,1.08,-0.22
2010,10,24130,0.2,0.34,0.15,0.18,0.42,0.03,0.22,0.16,0.23,0.03,0.35,-0.07,0.27,0.45,0.12,0.32,-0.03,0.38,0.69,0.51,0.9,0.12,0.2,0.09,0.4,0.35,-0.6
2010,11,24131,0.16,0.39,0.07,0.26,0.72,-0.04,0.07,-0.35,0.16,-0.2,0.02,-0.27,0.5,0.89,0.16,0.21,-0.58,0.35,0.56,0.95,0.11,-0.42,-0.64,-0.32,0,0.3,-0.76
2010,12,24132,0.09,0.27,0.02,0.02,0.33,-0.18,0.15,0.13,0.16,-0.4,-0.1,-0.48,0.24,0.44,0.06,0.44,0.32,0.47,0.77,0.78,0.75,0.07,0.27,-0.03,-0.49,-0.62,0.18
2011,1,24133,-0.06,-0.09,-0.05,-0.18,-0.2,-0.17,0.05,0.16,0.03,-0.5,-0.22,-0.58,-0.02,-0.21,0.14,0.35,0.48,0.33,1.24,1.2,1.28,-0.05,0.55,-0.34,-0.83,-0.39,0.76
2011,2,24134,-0.06,-0.19,0,-0.1,-0.19,-0.04,-0.01,-0.2,0.03,-0.42,-0.23,-0.48,0.03,-0.23,0.26,0.24,-0.02,0.29,-0.46,-0.99,0.15,-0.16,0.13,-0.3,-0.08,-0.09,-0.28
2011,3,24135,-0.18,-0.09,-0.22,-0.21,-0.12,-0.28,-0.15,-0.04,-0.18,-0.45,-0.33,-0.49,-0.11,-0.07,-0.14,0.02,0.22,-0.02,0.44,0.33,0.56,0.32,0.49,0.24,0.08,0.14,-0.06
2011,4,24136,-0.04,0.15,-0.11,-0.03,0.15,-0.14,-0.04,0.15,-0.09,-0.31,-0.13,-0.36,0.1,0.22,0,0.11,0.36,0.07,0.31,0.21,0.43,0.35,1.19,-0.04,0.2,0.1,-0.25
2011,5,24137,0,0.1,-0.04,-0.01,0.13,-0.1,0.02,0.04,0.02,-0.1,0.18,-0.18,0.03,0.13,-0.06,0.08,-0.11,0.12,0.48,0.53,0.42,-0.11,0.1,-0.21,-0.57,-0.35,-0.77
2011,6,24138,0.14,0.3,0.08,0.18,0.34,0.07,0.1,0.2,0.08,0.11,0.39,0.02,0.21,0.35,0.09,0.11,-0.01,0.13,0.48,0.5,0.46,-0.07,-0.27,0.02,0.02,0,0.24
2011,7,24139,0.2,0.42,0.11,0.22,0.34,0.14,0.18,0.62,0.09,0.1,0.3,0.05,0.3,0.36,0.25,0.19,0.81,0.09,0.32,0.42,0.19,1.04,1.94,0.61,1.06,0.79,0.26
2011,8,24140,0.16,0.35,0.09,0.12,0.19,0.08,0.2,0.69,0.09,0.12,0.22,0.09,0.16,0.21,0.12,0.2,0.96,0.07,0.27,0.17,0.38,1.06,2.25,0.5,0.81,0.49,0.53
2011,9,24141,0.17,0.38,0.09,0.16,0.32,0.05,0.18,0.51,0.11,0.09,0.19,0.07,0.22,0.38,0.08,0.21,0.71,0.12,0.49,0.4,0.59,0.64,0.87,0.52,-0.06,-0.1,0.13
2011,10,24142,-0.05,0.18,-0.13,0.03,0.27,-0.12,-0.13,-0.04,-0.14,-0.14,0.02,-0.19,0.12,0.32,-0.06,-0.11,-0.04,-0.13,0.07,0.12,0.02,0.01,0.38,-0.16,0.01,-0.08,-0.52
2011,11,24143,-0.02,0.09,-0.06,-0.08,-0.07,-0.08,0.04,0.46,-0.05,-0.06,0.05,-0.1,-0.09,-0.12,-0.06,0.1,0.83,-0.03,-0.09,-0.34,0.2,0.5,1.68,-0.05,0.09,-0.41,0.05
2011,12,24144,0,0.09,-0.03,-0.01,0.18,-0.14,0.02,-0.11,0.05,-0.08,0.1,-0.13,0.01,0.18,-0.14,0.07,-0.21,0.13,-0.47,-0.14,-0.85,-0.19,-0.2,-0.19,0.52,0.19,-0.51
2012,1,24145,-0.2,-0.31,-0.16,-0.23,-0.33,-0.17,-0.17,-0.26,-0.15,-0.24,-0.03,-0.31,-0.23,-0.43,-0.05,-0.12,-0.39,-0.07,0.25,-0.09,0.63,-0.49,-0.66,-0.42,0.98,0.16,-0.5
2012,2,24146,-0.22,-0.23,-0.22,-0.14,-0.21,-0.09,-0.31,-0.27,-0.32,-0.36,-0.12,-0.43,-0.01,-0.29,0.23,-0.29,-0.24,-0.31,1.11,0.97,1.26,0.06,0.12,0.04,0.4,0.41,-0.97
2012,3,24147,-0.04,-0.01,-0.05,-0.02,0,-0.02,-0.06,-0.04,-0.06,-0.27,-0.22,-0.29,0.15,0.05,0.25,0.02,0.12,0,-0.1,-0.53,0.41,0.34,0.28,0.37,2.52,1.77,0.02
2012,4,24148,0.11,0.43,-0.02,0.17,0.62,-0.12,0.05,0,0.06,-0.3,-0.16,-0.34,0.48,0.86,0.14,0.17,0.01,0.2,0.97,1.25,0.66,0.05,0.42,-0.13,1.24,1.22,-0.13
2012,5,24149,0.06,0.38,-0.07,0.27,0.56,0.08,-0.16,-0.03,-0.18,-0.18,-0.13,-0.19,0.5,0.75,0.28,-0.15,0.04,-0.18,0.84,1.08,0.56,-0.08,0.16,-0.19,0.94,0.58,-0.75
2012,6,24150,0.14,0.34,0.05,0.32,0.63,0.11,-0.04,-0.31,0.01,-0.15,-0.06,-0.18,0.55,0.83,0.31,0.02,-0.53,0.12,1.44,1.74,1.1,-0.8,-1.23,-0.59,0.72,0.71,0.02
2012,7,24151,0.02,0.13,-0.03,0.18,0.4,0.04,-0.15,-0.5,-0.07,0.1,0.17,0.08,0.24,0.51,0.01,-0.29,-1.13,-0.15,0.3,0.58,-0.02,-1.48,-2.32,-1.09,0.68,0.51,-0.63
2012,8,24152,0.08,0.14,0.06,0.04,0.12,0,0.12,0.19,0.11,0.07,0.14,0.05,0.07,0.16,-0.01,0.11,0.07,0.12,-0.12,-0.23,-0.01,-0.25,-0.36,-0.21,0.2,0.21,-0.01
2012,9,24153,0.22,0.32,0.18,0.17,0.33,0.07,0.27,0.29,0.27,0.14,0.14,0.14,0.23,0.43,0.04,0.3,0.27,0.31,0.49,0.76,0.19,-0.39,-0.75,-0.21,0,-0.08,0.9
2012,10,24154,0.24,0.28,0.22,0.18,0.09,0.23,0.3,0.71,0.21,0.18,0.32,0.14,0.19,0.06,0.31,0.34,0.9,0.24,0.48,0.36,0.62,0.66,1.36,0.33,-0.32,-0.06,0.53
2012,11,24155,0.18,0.45,0.08,0.17,0.33,0.06,0.19,0.72,0.09,0.26,0.3,0.25,0.12,0.32,-0.06,0.16,1.08,-0.01,0.7,0.4,1.05,0.95,1.86,0.51,-0.01,0.06,0.57
2012,12,24156,0.13,0.03,0.17,-0.1,-0.25,0,0.36,0.67,0.3,0.19,0.2,0.19,-0.25,-0.39,-0.12,0.45,1.12,0.33,0.01,-0.17,0.21,1.55,2.27,1.2,0.17,-0.11,0.14
2013,1,24157,0.45,0.47,0.45,0.4,0.32,0.45,0.51,0.79,0.45,0.41,0.52,0.38,0.36,0.26,0.46,0.59,1.05,0.51,0.6,0.27,0.97,1.32,1.42,1.27,0.83,0.94,1.13
2013,2,24158,0.13,0.13,0.13,0.26,0.24,0.28,-0.01,-0.12,0.01,0.23,0.33,0.2,0.27,0.19,0.34,-0.12,-0.37,-0.07,-0.07,-0.12,0,-0.04,-0.28,0.08,-0.75,-0.71,-0.9
2013,3,24159,0.1,0.18,0.06,0.19,0.28,0.13,0.01,-0.03,0.02,0.21,0.36,0.16,0.15,0.25,0.07,-0.07,-0.29,-0.03,-0.36,-0.9,0.25,-0.38,-0.63,-0.27,-0.94,-0.85,0.69
2013,4,24160,0.05,-0.06,0.09,0.03,-0.1,0.12,0.07,0.02,0.07,0.16,0.15,0.16,-0.02,-0.15,0.09,0.01,-0.11,0.03,-0.29,-0.33,-0.24,-0.11,-0.65,0.14,-0.46,-0.65,0.01
2013,5,24161,0,0.2,-0.08,0.09,0.28,-0.04,-0.08,0.02,-0.1,0.06,0.2,0.02,0.12,0.33,-0.07,-0.17,-0.18,-0.17,-0.1,0.27,-0.52,-0.66,-0.72,-0.63,-0.17,-0.28,0.32
2013,6,24162,0.2,0.39,0.13,0.26,0.42,0.15,0.15,0.31,0.11,0.11,0.24,0.07,0.35,0.5,0.23,0.15,0.29,0.12,0.68,0.96,0.36,-0.62,0.2,-1.01,0.33,0.62,0.25
2013,7,24163,0.03,0.03,0.04,0.04,0.03,0.05,0.03,0.03,0.03,-0.06,0.02,-0.08,0.09,0.06,0.12,0.07,-0.05,0.09,0.21,0.16,0.27,-1.21,-1.18,-1.23,-0.14,0,0.59
2013,8,24164,0.04,0.17,-0.01,0.01,0.06,-0.03,0.07,0.43,0,-0.04,-0.04,-0.04,0.06,0.13,0,0.1,0.64,0.01,0.08,0.31,-0.18,0.33,1.23,-0.09,-0.16,-0.07,1.02
2013,9,24165,0.21,0.45,0.12,0.24,0.2,0.26,0.19,1.01,0.02,0.14,0.21,0.12,0.3,0.23,0.37,0.2,1.52,-0.03,0.18,0.11,0.25,1.08,3.07,0.14,0.82,0.7,1.04
2013,10,24166,0.18,0.41,0.1,0.3,0.39,0.25,0.06,0.45,-0.02,-0.03,0.03,-0.04,0.47,0.49,0.45,0.12,0.75,0.01,0.35,0.53,0.15,0.31,1.14,-0.09,-0.39,0.12,0.96
2013,11,24167,0.05,0.3,-0.05,0.04,0.25,-0.1,0.06,0.4,-0.01,-0.04,0,-0.05,0.07,0.3,-0.13,0.11,0.77,0,-0.48,-0.14,-0.87,0.12,1.5,-0.54,-0.08,0,-0.07
2013,12,24168,0.13,0.2,0.11,0.07,0.02,0.1,0.2,0.58,0.12,-0.01,-0.01,-0.01,0.11,0.04,0.17,0.3,1.02,0.18,0.28,0.6,-0.08,1.18,1.72,0.93,-0.48,-0.14,0.28
2014,1,24169,0.2,0.2,0.2,0.24,0.16,0.29,0.16,0.29,0.14,-0.12,-0.09,-0.13,0.42,0.21,0.61,0.32,0.64,0.27,0.95,0.51,1.45,0.45,0.96,0.21,-0.4,0.24,0.69
2014,2,24170,0.13,-0.02,0.19,0.23,0.03,0.37,0.03,-0.13,0.07,-0.07,-0.04,-0.07,0.38,0.03,0.68,0.1,-0.15,0.15,1.27,0.82,1.8,-0.26,-0.22,-0.27,-0.51,-0.32,-0.11
2014,3,24171,0.09,0.07,0.1,0.19,0.28,0.13,-0.01,-0.4,0.07,-0.04,-0.07,-0.03,0.29,0.36,0.22,0.02,-0.62,0.14,0.68,0.64,0.73,-0.27,-0.68,-0.07,-0.32,-0.12,-0.36
2014,4,24172,0.11,0.14,0.09,0.23,0.24,0.22,-0.01,-0.09,0,0.08,-0.03,0.12,0.28,0.33,0.23,-0.04,-0.16,-0.02,0.16,0.23,0.08,-0.22,-0.53,-0.08,0.08,0.21,0.62
2014,5,24173,0.25,0.37,0.2,0.26,0.28,0.25,0.23,0.56,0.16,0.18,0.12,0.19,0.34,0.36,0.32,0.23,0.78,0.13,0.57,0.81,0.29,0.67,1.5,0.27,-0.07,0.21,0.31
2014,6,24174,0.25,0.17,0.29,0.21,0.11,0.28,0.29,0.3,0.29,0.48,0.58,0.45,0.07,0.01,0.13,0.19,0,0.22,0.05,0.03,0.07,-1.03,-0.86,-1.11,-0.16,-0.3,0.53
2014,7,24175,0.21,0.05,0.27,0.21,0.07,0.3,0.21,0.01,0.26,0.42,0.39,0.43,0.09,-0.03,0.21,0.11,-0.21,0.17,0.18,0.26,0.08,-0.34,-1,-0.02,-0.35,-0.33,0.7
2014,8,24176,0.06,0.04,0.07,0.09,0.04,0.12,0.03,0.03,0.03,0.01,-0.02,0.02,0.14,0.07,0.2,0.03,0.03,0.03,0.25,0.31,0.19,0.01,-0.13,0.07,-0.46,-0.44,-0.84
2014,9,24177,0.15,0.19,0.13,0.05,-0.01,0.09,0.24,0.65,0.16,0.14,0.11,0.15,0.03,-0.01,0.06,0.28,0.95,0.16,-0.41,-0.41,-0.4,0.48,1.36,0.07,0.38,0.46,0.31
2014,10,24178,0.24,0.33,0.21,0.27,0.23,0.3,0.21,0.56,0.14,0.16,0.21,0.15,0.34,0.25,0.41,0.24,0.77,0.14,0.08,-0.07,0.25,0.16,0.3,0.1,1.01,0.87,0.79
2014,11,24179,0.23,0.11,0.28,0.26,0.01,0.42,0.21,0.34,0.18,0.23,0.15,0.26,0.27,-0.03,0.54,0.2,0.49,0.15,0.94,0.63,1.29,0.35,1.03,0.02,-0.99,-0.35,0.62
2014,12,24180,0.22,0.28,0.2,0.26,0.39,0.18,0.18,0.03,0.21,0.24,0.14,0.26,0.28,0.43,0.14,0.15,0.01,0.18,0.23,0.48,-0.06,-0.28,-0.34,-0.25,0.84,0.95,0.35
2015,1,24181,0.29,0.37,0.26,0.44,0.54,0.37,0.15,-0.02,0.18,0.12,-0.05,0.17,0.61,0.68,0.55,0.16,0.05,0.18,0.12,0.35,-0.14,0,-0.02,0.01,1.08,1.25,-0.01
2015,2,24182,0.19,0.39,0.11,0.34,0.56,0.2,0.03,0.01,0.04,-0.07,0.1,-0.12,0.55,0.66,0.44,0.1,0.01,0.11,0.1,0.36,-0.21,0.09,0.18,0.04,0.41,0.72,-0.03
2015,3,24183,0.17,0.33,0.11,0.28,0.43,0.18,0.06,0.1,0.06,0.04,-0.06,0.07,0.42,0.58,0.27,0.07,0.15,0.05,0.13,0.25,0,0.15,0.14,0.15,1.71,1.49,0.24
2015,4,24184,0.08,0.02,0.11,0.18,0.15,0.2,-0.01,-0.27,0.04,0.08,-0.1,0.13,0.25,0.22,0.28,-0.08,-0.42,-0.01,0.51,0.25,0.81,-0.5,-0.75,-0.38,0.26,0.2,-0.58
2015,5,24185,0.27,0.27,0.27,0.34,0.35,0.33,0.2,0.1,0.22,0.26,0.18,0.29,0.37,0.39,0.34,0.18,0.06,0.2,0.53,0.77,0.24,0.14,-0.4,0.4,-0.26,0.22,-0.02
2015,6,24186,0.31,0.33,0.3,0.37,0.37,0.37,0.25,0.25,0.24,0.46,0.48,0.45,0.35,0.36,0.34,0.12,0.03,0.13,0.35,0.5,0.18,-1.16,-1.19,-1.14,0.95,0.92,0.57
2015,7,24187,0.15,0.07,0.19,0.28,0.22,0.32,0.03,-0.28,0.09,0.48,0.57,0.45,0.17,0.13,0.22,-0.21,-0.93,-0.08,0.08,0.08,0.08,-1.46,-2.12,-1.14,-0.04,-0.08,-0.27
2015,8,24188,0.24,0.02,0.33,0.19,0.02,0.3,0.3,0.02,0.36,0.52,0.51,0.53,0.03,-0.08,0.12,0.17,-0.41,0.27,-0.19,-0.17,-0.21,-0.71,-1.5,-0.33,-0.09,-0.15,-0.3
2015,9,24189,0.23,0.03,0.3,0.3,0.12,0.41,0.16,-0.17,0.23,0.55,0.55,0.55,0.18,0.05,0.3,-0.06,-0.82,0.07,0.15,0.02,0.29,-1.06,-1.88,-0.67,0.76,0.48,-0.45
2015,10,24190,0.41,0.53,0.36,0.62,0.56,0.66,0.2,0.47,0.14,0.53,0.54,0.52,0.67,0.58,0.76,0.03,0.39,-0.04,0.61,0.46,0.77,-0.24,0.41,-0.55,1.34,1.51,0.51
2015,11,24191,0.33,0.47,0.27,0.43,0.52,0.38,0.22,0.35,0.19,0.52,0.49,0.53,0.41,0.54,0.29,0.04,0.2,0.01,-0.11,-0.12,-0.11,-0.28,0.27,-0.54,0.84,0.59,0.62
2015,12,24192,0.45,0.51,0.42,0.53,0.58,0.49,0.37,0.36,0.37,0.61,0.27,0.71,0.51,0.69,0.35,0.22,0.33,0.2,-0.43,-0.17,-0.72,0.38,0.36,0.39,1.52,1.11,0.21
2016,1,24193,0.54,0.49,0.56,0.69,0.64,0.72,0.39,0.14,0.44,0.84,0.59,0.92,0.62,0.71,0.55,0.14,-0.36,0.22,2.44,2.53,2.33,-0.44,-0.78,-0.28,-0.5,-0.03,-0.65
2016,2,24194,0.83,1.04,0.75,1.16,1.33,1.05,0.5,0.37,0.52,0.99,0.87,1.02,1.24,1.45,1.04,0.26,0.02,0.31,1.51,1.53,1.49,-0.47,-0.72,-0.36,1.12,1.26,0.39
2016,3,24195,0.73,0.92,0.66,0.94,1.13,0.82,0.52,0.44,0.54,1.09,1,1.11,0.86,1.16,0.59,0.23,0.01,0.27,1.44,1.46,1.41,-0.38,-0.29,-0.42,1.23,1.26,0.54
2016,4,24196,0.71,0.81,0.68,0.85,0.88,0.83,0.58,0.63,0.57,0.93,0.72,1,0.81,0.96,0.68,0.38,0.46,0.37,1.89,2.05,1.72,0.27,0.12,0.34,0.65,0.91,0.9
2016,5,24197,0.54,0.55,0.54,0.65,0.5,0.74,0.44,0.67,0.39,0.71,0.54,0.77,0.64,0.48,0.77,0.27,0.77,0.18,1.13,0.96,1.31,0.93,1.45,0.69,-0.55,-0.08,1.22
2016,6,24198,0.34,0.27,0.36,0.51,0.5,0.51,0.17,-0.23,0.25,0.37,0.25,0.41,0.6,0.58,0.61,0.04,-0.65,0.16,0.87,1.08,0.62,-1.31,-2.13,-0.92,1.12,1.05,1.03
2016,7,24199,0.39,0.42,0.37,0.48,0.48,0.48,0.3,0.31,0.29,0.48,0.47,0.48,0.51,0.52,0.51,0.17,0.06,0.19,0.37,0.55,0.17,-0.05,-0.94,0.37,0.27,0.36,1.19
2016,8,24200,0.43,0.58,0.38,0.55,0.55,0.56,0.32,0.65,0.25,0.49,0.36,0.53,0.58,0.6,0.56,0.23,0.86,0.12,0.82,1.07,0.53,0.57,1.64,0.07,0.06,0.25,0.2
2016,9,24201,0.44,0.46,0.43,0.49,0.64,0.4,0.39,0.05,0.46,0.37,0.28,0.39,0.56,0.73,0.4,0.4,-0.11,0.49,1.23,1.18,1.3,-0.23,-0.71,0,0.53,0.51,-0.09
2016,10,24202,0.41,0.23,0.48,0.42,0.1,0.63,0.39,0.51,0.37,0.46,0.43,0.47,0.41,0.02,0.76,0.35,0.55,0.31,1.63,0.78,2.61,1.14,1.16,1.14,1.15,1.59,0.22
2016,11,24203,0.45,0.48,0.44,0.41,0.38,0.43,0.5,0.73,0.45,0.37,0.32,0.38,0.42,0.38,0.45,0.57,1.06,0.49,0.96,0.44,1.55,1.58,2.52,1.14,1.85,1.65,0.01
,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,